Date,Close/Last,Volume,Open,High,Low
10/12/2022,$124.43,6823671,$124.84,$125.81,$124.41
10/11/2022,$124.23,5516175,$123.69,$125.7,$123.6
10/10/2022,$123.76,6923335,$123.37,$124.25,$122.18
10/07/2022,$124.27,6095411,$126.5,$126.58,$123.76
10/06/2022,$126.48,5530781,$128.89,$129.06,$126.35
10/05/2022,$129.2,5071090,$129.2,$130.09,$128.09
10/04/2022,$130.1,7211561,$129.1,$130.87,$128.7
10/03/2022,$128.51,8477669,$127.25,$129.1,$126.68
09/30/2022,$126.25,9431937,$129,$129.04,$126.21
09/29/2022,$128.7,7128463,$131.87,$131.87,$128.26
09/28/2022,$131.98,10455120,$133.02,$133.02,$131.19
09/27/2022,$131.98,7722229,$135.96,$136.94,$131.71
09/26/2022,$135.71,7396366,$135.58,$136.82,$134.99
09/23/2022,$135.58,6523573,$135.68,$136.5,$133.95
09/22/2022,$136.21,5061761,$135.74,$137.07,$135.24
09/21/2022,$135.73,6413855,$138.08,$138.2,$135.71
09/20/2022,$137.5,5589800,$137.41,$137.97,$136.53
09/19/2022,$137.99,6056100,$138.2,$138.46,$137.23
09/16/2022,$138.28,9321466,$137.44,$139.06,$137.11
09/15/2022,$137.44,5320907,$138.78,$138.89,$136.64
09/14/2022,$138.51,6138000,$138.66,$139.66,$137.67
09/13/2022,$138.18,6350157,$140.78,$141.43,$137.86
09/12/2022,$141.1,5818761,$139.41,$141.8,$139.11
09/09/2022,$139.96,6434703,$137.95,$141.09,$137.3
09/08/2022,$137.86,7380534,$137.01,$138.4933,$136.06
09/07/2022,$137.68,6609426,$136.03,$137.755,$136.02
09/06/2022,$135.63,8217219,$135.88,$137.94,$135.29
09/02/2022,$137.16,7077763,$140.42,$141.15,$136.55
09/01/2022,$139.64,7446540,$137.83,$139.76,$136.76
08/31/2022,$137.94,8406934,$140.4,$140.88,$137.86
08/30/2022,$140.18,5203706,$142.41,$142.41,$139.91
08/29/2022,$141.69,5272092,$141.3,$142.69,$141.02
08/26/2022,$142.29,6086561,$146,$146.53,$142.02
08/25/2022,$145.7,5097560,$145.23,$145.78,$144.485
08/24/2022,$145.82,5903163,$146.61,$147.26,$145.12
08/23/2022,$146.45,5268168,$148.43,$148.44,$145.8301
08/22/2022,$149.33,6380738,$148.98,$150.13,$148.84
08/19/2022,$149.73,6502516,$149.21,$150.63,$148.72
08/18/2022,$149.77,3829152,$148.87,$149.99,$148.5226
08/17/2022,$149.24,4834576,$149.1,$149.7513,$148.88
08/16/2022,$149.93,7093138,$148.36,$150.6,$148.36
08/15/2022,$148.56,6007996,$146.87,$148.77,$146.745
08/12/2022,$146.67,5038748,$145.91,$146.73,$144.96
08/11/2022,$145.26,5954410,$146.81,$147.29,$144.925
08/10/2022,$146.3,4641404,$145.89,$146.5,$145.39
08/09/2022,$144.93,3977286,$145.57,$145.94,$144.49
08/08/2022,$145.27,4487261,$145.03,$146.47,$144.73
08/05/2022,$144.72,4580446,$143.75,$144.84,$142.77
08/04/2022,$144.65,6124932,$144.85,$146.46,$144.01
08/03/2022,$144.88,6811247,$141.66,$145.27,$140.91
08/02/2022,$141.95,7494999,$143.11,$143.7248,$141.7673
08/01/2022,$142.9,12590030,$138.34,$143.94,$138.27
07/29/2022,$138.91,18694720,$141.43,$142.5,$138.23
07/28/2022,$148.06,7115675,$146.14,$148.61,$145.08
07/27/2022,$145.64,5500030,$143.88,$146.21,$143.53
07/26/2022,$144.27,5375711,$142.69,$144.49,$141.71
07/25/2022,$143.99,5262135,$142.8,$144.42,$142.53
07/22/2022,$143.02,5292834,$140.76,$143.17,$140.67
07/21/2022,$140.77,8310202,$140.6,$141.36,$138.95
07/20/2022,$141.55,8635300,$144,$144.22,$140.64
07/19/2022,$144.04,5943647,$144.57,$145.01,$143.64
07/18/2022,$143.31,6047504,$144.94,$145.09,$143.17
07/15/2022,$145.07,6264592,$145.34,$145.7,$144.1
07/14/2022,$145.27,4867147,$143.76,$145.53,$143.4663
07/13/2022,$145.7,5075613,$144.41,$146.96,$144.21
07/12/2022,$144.75,5204424,$145.86,$146.92,$144.37
07/11/2022,$146.04,5483189,$145.15,$146.58,$144.68
07/08/2022,$145.02,4294177,$145.99,$146.8099,$144.575
07/07/2022,$146,6623363,$145.29,$146.19,$144.6
07/06/2022,$146.05,5485269,$145.51,$147.49,$144.97
07/05/2022,$144.7,5761117,$144.58,$146.1,$142.545
07/01/2022,$146.11,5937238,$144.24,$146.2498,$143.4
06/30/2022,$143.79,7410304,$141.69,$144.44,$141.23
06/29/2022,$142.2,5174562,$141.6,$142.86,$141.15
06/28/2022,$140.92,6100267,$143.54,$144.09,$140.58
06/27/2022,$143.25,5618524,$144.12,$144.76,$142.71
06/24/2022,$144.35,19440640,$144.2,$145.239,$143.12
06/23/2022,$142.3,6418526,$139.05,$142.475,$138.9
06/22/2022,$138.5,8374622,$135.68,$139.69,$135.67
06/21/2022,$136.37,9017016,$134.62,$137,$133.43
06/17/2022,$132.36,17113330,$132.56,$134.26,$131.43
06/16/2022,$133.32,9683288,$131.03,$135.07,$130.6
06/15/2022,$132.51,12178070,$134.44,$134.9,$129.5
06/14/2022,$133.84,9980162,$137.51,$137.58,$132.54
06/13/2022,$138.15,8549451,$139.5,$140.49,$137.63
06/10/2022,$141.95,6632052,$140.89,$143.15,$139.45
06/09/2022,$142.49,4626787,$145.41,$146.89,$142.34
06/08/2022,$145.11,4369642,$146.3,$146.4297,$144.99
06/07/2022,$146.94,4918620,$143.67,$147.18,$143.43
06/06/2022,$145.32,4751096,$147.37,$147.64,$144.59
06/03/2022,$145.89,4720680,$146.36,$147.21,$145.119
06/02/2022,$147.21,6480034,$145.97,$147.26,$142.63
06/01/2022,$145.64,7036042,$148,$148.12,$144.71
05/31/2022,$147.88,12416920,$147.29,$148.9899,$146.1606
05/27/2022,$148.72,6028846,$146.97,$148.72,$146.63
05/26/2022,$146.48,5702555,$146.48,$147.38,$145.04
05/25/2022,$145.21,8217750,$147.11,$147.14,$143.5
05/24/2022,$147.63,7207400,$144.89,$147.94,$144.82
05/23/2022,$145.05,7134483,$142.84,$145.63,$142.08
05/20/2022,$141.79,7786869,$142.15,$142.45,$139.18
05/19/2022,$141.7,9694141,$143.41,$143.42,$140.6
05/18/2022,$145.04,9670680,$154.67,$154.76,$144.545
05/17/2022,$154.68,6509118,$155.13,$156.75,$153.07
05/16/2022,$155.12,5970990,$153.47,$155.9,$152.03
05/13/2022,$153.62,5675512,$152.58,$153.73,$150.42
05/12/2022,$151.99,9600841,$153.52,$153.61,$149.88
05/11/2022,$152.61,7692196,$154.03,$155.9,$152.35
05/10/2022,$154.79,7447352,$155.55,$156.62,$153.94
05/09/2022,$155.61,8540760,$153.96,$156.76,$152.75
05/06/2022,$156,7304756,$154.77,$156.24,$153.87
05/05/2022,$154.46,8217145,$156.3,$157.295,$153.14
05/04/2022,$157.36,7770988,$155.83,$157.55,$155.15
05/03/2022,$156.21,10344010,$158.22,$158.99,$155.01
05/02/2022,$158.38,10351640,$161.6,$162,$156.19
04/29/2022,$160.55,10637050,$162.47,$162.95,$160.2
04/28/2022,$163.41,9308388,$160.54,$163.71,$159.27
04/27/2022,$159.36,6754947,$160.21,$161.45,$159.11
04/26/2022,$159.79,7769465,$162.68,$163.64,$159.75
04/25/2022,$162.55,6986760,$161.7,$163.29,$159.8
04/22/2022,$161.25,9394646,$163.24,$163.52,$160.91
04/21/2022,$162.61,9365701,$163.82,$164.9,$162.43
04/20/2022,$163.65,10196130,$160.5,$164.48,$160
04/19/2022,$159.41,7897048,$156.77,$160.03,$156.3
04/18/2022,$157.06,6034506,$158.48,$158.98,$156.53
04/14/2022,$158.57,7806452,$159.98,$160.3,$158.45
04/13/2022,$159.46,5247722,$159.08,$160.41,$158.71
04/12/2022,$159.01,7221479,$159.31,$160.63,$158.7
04/11/2022,$159.49,6158360,$159.95,$161.21,$158.63
04/08/2022,$160.1,6045430,$159.7,$160.53,$158.92
04/07/2022,$158.86,6889726,$157.87,$159.39,$156.97
04/06/2022,$156.83,8884737,$154.415,$157.29,$153.935
04/05/2022,$154.62,7653018,$153.61,$157.37,$153.54
04/04/2022,$154.08,5992017,$153.81,$154.35,$151.26
04/01/2022,$155.09,5742629,$153.52,$155.46,$152.06
03/31/2022,$152.8,7538629,$154.1,$154.34,$152.4
03/30/2022,$154.39,5779503,$152.5,$154.43,$151.94
03/29/2022,$155.46,5643428,$155.37,$156.47,$154.02
03/28/2022,$153.88,4234012,$153.64,$153.9,$152.63
03/25/2022,$152.83,5047710,$151.63,$153.92,$151.51
03/24/2022,$151.08,4203133,$150.89,$151.56,$150.1601
03/23/2022,$150.82,5531995,$152.2,$153.01,$150.69
03/22/2022,$151.88,7292080,$153.43,$153.6022,$150.52
03/21/2022,$150.72,6937482,$150.44,$151.42,$149.235
03/18/2022,$150.15,15570270,$150.87,$150.87,$148.24
03/17/2022,$150.23,6003952,$149.99,$150.47,$148.5
03/16/2022,$149.76,6908879,$150.625,$151.785,$148.04
03/15/2022,$150.27,9868370,$147.01,$150.54,$146.89
03/14/2022,$145.05,7964794,$144.45,$146.04,$143.355
03/11/2022,$143.22,7086146,$145.4,$146.16,$143.03
03/10/2022,$144.94,9221108,$147.8,$148.28,$143.94
03/09/2022,$148.77,7044122,$148.83,$150.47,$147.81
03/08/2022,$146.79,9517238,$152.18,$152.95,$146.58
03/07/2022,$152.84,8374459,$154.49,$154.52,$151.135
03/04/2022,$155.14,8639712,$153.12,$155.345,$152.55
03/03/2022,$154.36,7451233,$153.77,$155.86,$153.77
03/02/2022,$153.79,6111319,$152.96,$155.08,$152.6
03/01/2022,$153.31,8311984,$154.31,$155.4,$152.34
02/28/2022,$155.89,8669154,$156.29,$157.19,$153.82
02/25/2022,$158.24,8866983,$152.33,$158.94,$152.25
02/24/2022,$151.76,13145070,$155.64,$155.98,$150.56
02/23/2022,$155.96,6273013,$158.3,$158.6,$155.6
02/22/2022,$157.93,8179551,$160.11,$160.88,$156.66
02/18/2022,$159.9,8063159,$159.5,$161.06,$158.82
02/17/2022,$159.82,7925454,$158.38,$160.375,$157.35
02/16/2022,$158.01,9315668,$156.83,$158.78,$156.27
02/15/2022,$156.82,6659367,$157.77,$159.32,$156.11
02/14/2022,$156.74,9472171,$156.14,$157.06,$153.3589
02/11/2022,$156.29,9341436,$158.01,$158.5798,$155.58
02/10/2022,$157.17,7032976,$159.09,$159.5,$156.6513
02/09/2022,$159.6,8077550,$160.36,$160.635,$159.27
02/08/2022,$159.96,5048797,$161.12,$161.27,$159.65
02/07/2022,$160.32,6430488,$161.87,$162.265,$159.67
02/04/2022,$161.53,8960135,$163.13,$164.49,$161.41
02/03/2022,$164.14,10474540,$161.98,$164.98,$161.62
02/02/2022,$162.6,7558750,$160.14,$162.84,$159.47
02/01/2022,$159.74,6284069,$160.79,$161.3,$157.73
01/31/2022,$160.45,8950094,$159.35,$160.65,$158.87
01/28/2022,$160.5,9494403,$158.61,$160.95,$157.32
01/27/2022,$159.13,9084347,$158.73,$161.345,$158.58
01/26/2022,$158.15,10707110,$157.34,$159.57,$156.38
01/25/2022,$159.54,9369589,$160.45,$161.3,$157.885
01/24/2022,$161.3,14846690,$163.43,$164.12,$158.72
01/21/2022,$162.62,10900400,$163,$165.35,$162.1
01/20/2022,$162,10799070,$160.12,$164.33,$160.12
01/19/2022,$162,14088280,$157.61,$164.19,$156.97
01/18/2022,$156.73,10991410,$158.53,$158.53,$156.04
01/14/2022,$159.81,10708200,$158.07,$160.49,$157.56
01/13/2022,$158.29,6551083,$159.31,$159.45,$157.7819
01/12/2022,$159.01,7126650,$158.26,$159.36,$157.83
01/11/2022,$158.66,11957890,$160.22,$160.22,$156.91
01/10/2022,$160.52,8054984,$162.51,$163.12,$160.17
01/07/2022,$162.74,6098455,$163.13,$163.53,$161.95
01/06/2022,$162.83,7555999,$164.34,$165.2,$162.61
01/05/2022,$164.21,9330245,$163.44,$165.32,$163.4
01/04/2022,$163.47,9253754,$162.29,$164.39,$162.18
01/03/2022,$162.9,9317892,$161.69,$162.94,$159.88
12/31/2021,$163.58,5327027,$162.86,$163.73,$162.46
12/30/2021,$162.77,5911500,$164.4,$164.59,$162.61
12/29/2021,$164.19,5346427,$163.21,$164.98,$163.08
12/28/2021,$162.84,5929835,$161.96,$163.38,$161.94
12/27/2021,$161.97,4548828,$160.67,$161.99,$160.61
12/23/2021,$160.1,5640972,$159.5,$160.92,$159.44
12/22/2021,$159.32,6626414,$157.77,$159.58,$157.27
12/21/2021,$157.76,6946009,$157.65,$158.15,$156.79
12/20/2021,$157.86,9202608,$156.6,$158.46,$156.568
12/17/2021,$157.46,24352820,$160.66,$161.72,$157.31
12/16/2021,$161.11,10852860,$158.73,$161.32,$158.42
12/15/2021,$158.86,9152566,$157.64,$159.64,$157.64
12/14/2021,$158.25,8677544,$157.9,$158.6284,$156.66
12/13/2021,$157.67,8944147,$155.3,$158.33,$154.91
12/10/2021,$155.46,7172321,$153.855,$155.8,$153.43
12/09/2021,$153.32,8334318,$152.31,$154.19,$151.6
12/08/2021,$152.43,8329342,$151.67,$152.66,$150.28
12/07/2021,$151.75,7913393,$151.945,$152.58,$151.27
12/06/2021,$152.15,11935080,$150.19,$152.385,$150.19
12/03/2021,$149.88,11200810,$148.02,$150,$147.659
12/02/2021,$147.26,9468906,$147.01,$148.46,$146.94
12/01/2021,$146.4,8313557,$144.85,$147.87,$144.85
11/30/2021,$144.58,11696450,$147.81,$148.54,$144.12
11/29/2021,$149.02,7113503,$147.79,$149.66,$146.79
11/26/2021,$147.47,6299783,$148.58,$149.715,$147.31
11/24/2021,$148.66,5665173,$148.77,$148.88,$147.68
11/23/2021,$149.44,7913048,$147.83,$149.5,$147.67
11/22/2021,$147.8,6625408,$146.97,$148.94,$146.83
11/19/2021,$146.82,6274297,$147.95,$148.23,$146.79
11/18/2021,$147.12,5509373,$147.04,$148.0751,$146.51
11/17/2021,$147.1,4900232,$146.97,$147.78,$146.42
11/16/2021,$147.19,7603940,$147.39,$148.59,$147.01
11/15/2021,$147.4,5510265,$147.03,$147.75,$146.47
11/12/2021,$146.56,5687659,$146.74,$147.08,$145.98
11/11/2021,$146.4,4096274,$146.86,$146.97,$146.21
11/10/2021,$146.82,7334936,$145.74,$147.31,$145.59
11/09/2021,$145.39,4873235,$145.03,$145.83,$144.58
11/08/2021,$144.95,5854509,$145.5,$146.1,$144.02
11/05/2021,$146.04,6062769,$145.44,$146.37,$144.8
11/04/2021,$145.32,6402451,$142.84,$145.39,$142.335
11/03/2021,$145.05,7620097,$144.13,$145.11,$143.52
11/02/2021,$144.06,9954302,$142.72,$144.58,$142.28
11/01/2021,$142.64,5038861,$143.36,$143.8,$142.49
10/29/2021,$142.99,6239699,$142.16,$143.48,$142.02
10/28/2021,$142.68,4538687,$141.89,$142.88,$141.71
10/27/2021,$141.83,9643487,$143.14,$143.68,$141.69
10/26/2021,$142.85,6234859,$141.62,$143.18,$141.24
10/25/2021,$140.85,5382085,$140.41,$140.92,$139.05
10/22/2021,$140.83,5265017,$139.39,$141.01,$139.32
10/21/2021,$139.33,6545835,$140.86,$141.16,$139.18
10/20/2021,$141.21,7352748,$140.15,$141.96,$139.85
10/19/2021,$140.66,9555253,$139.08,$140.82,$138.8
10/18/2021,$142.34,9119005,$143.55,$143.7,$142.095
10/15/2021,$144.42,6923850,$144.52,$144.87,$143.675
10/14/2021,$144.05,6778788,$142.83,$144.31,$142.81
10/13/2021,$142.44,5689846,$142.4,$142.76,$141.025
10/12/2021,$142.11,6734918,$142.6,$143.04,$141.7
10/11/2021,$142.32,5995592,$142.37,$142.77,$141.77
10/08/2021,$141.73,6131852,$142.29,$142.62,$141.04
10/07/2021,$142.32,5334558,$141.75,$143.03,$141.75
10/06/2021,$141.19,5333051,$138.99,$141.26,$138.62
10/05/2021,$139.33,6902715,$138.8,$140.52,$138.72
10/04/2021,$138.79,5816040,$139.39,$140.4,$137.605
10/01/2021,$139.58,5587249,$139.93,$140.23,$138.32
09/30/2021,$139.8,6936629,$142.64,$142.74,$139.53
09/29/2021,$142.02,5459953,$140.27,$142.68,$140.18
09/28/2021,$140.59,7015310,$141.05,$141.37,$139.56
09/27/2021,$141.66,5749826,$143.15,$143.17,$141.52
09/24/2021,$143.55,5009363,$143.8,$144.45,$143.09
09/23/2021,$144.19,5171154,$144.06,$144.685,$143.49
09/22/2021,$143.6,6332653,$143.82,$144.35,$142.86
09/21/2021,$143.11,6651313,$142.98,$144.525,$142.88
09/20/2021,$142.89,10238720,$144.22,$144.85,$141.97
09/17/2021,$144.34,18738770,$144.37,$146.28,$144.23
09/16/2021,$144.11,6142295,$144.84,$145.19,$142.82
09/15/2021,$145.12,6237213,$145.35,$145.77,$144.74
09/14/2021,$145.43,5831807,$146.13,$146.36,$144.95
09/13/2021,$145.68,9952577,$144.85,$147.23,$144.85
09/10/2021,$144.13,5750027,$144.06,$144.46,$143.32
09/09/2021,$143.99,6354834,$144.57,$144.88,$143.65
09/08/2021,$144.6,6897784,$143.08,$144.94,$143.01
09/07/2021,$143.51,6520657,$144.32,$144.5,$143.29
09/03/2021,$144.05,5466418,$143.76,$144.365,$143.52
09/02/2021,$143.95,5393716,$143.97,$144.73,$143.58
09/01/2021,$143.84,6214198,$142.33,$144.185,$142.23
08/31/2021,$142.39,9642489,$143.04,$143.53,$142.05
08/30/2021,$142.93,3845772,$142.6,$142.99,$142.05
08/27/2021,$142.31,4741264,$142.48,$142.77,$141.64
08/26/2021,$142.42,4749426,$142.56,$142.71,$141.47
08/25/2021,$142.67,3861614,$143.07,$143.13,$142.25
08/24/2021,$143.18,4560484,$144.01,$144.15,$142.98
08/23/2021,$144.35,4522261,$144.29,$145.34,$144.23
08/20/2021,$145.09,5273873,$145.25,$145.98,$144.78
08/19/2021,$144.99,5787162,$143.16,$145.28,$143.16
08/18/2021,$143.3,7161992,$144.7,$144.88,$143.18
08/17/2021,$144.88,7577047,$144.4,$145.6,$143.89
08/16/2021,$144.64,6041066,$143.67,$144.69,$143.375
08/13/2021,$143.64,4888836,$142.95,$143.99,$142.69
08/12/2021,$142.95,4956225,$143.15,$143.15,$142.355
08/11/2021,$142.62,4205314,$142.74,$143.24,$142.47
08/10/2021,$142.27,5253709,$141.91,$142.51,$141.66
08/09/2021,$142.18,4743859,$141.95,$142.59,$141.7
08/06/2021,$141.41,6030208,$143.03,$143.12,$141.22
08/05/2021,$142.5,5363444,$143.35,$143.55,$141.47
08/04/2021,$142.43,6628299,$143.04,$144.09,$142.35
08/03/2021,$143.95,8456036,$141.86,$144.21,$141.52
08/02/2021,$141.88,7009458,$141.77,$142.425,$140.8
07/30/2021,$142.23,14394250,$142,$144.54,$141.55
07/29/2021,$139.48,5430499,$139.76,$140.18,$138.73
07/28/2021,$138.76,8520172,$140.67,$140.67,$138.71
07/27/2021,$140.85,7075685,$140.15,$141.62,$140
07/26/2021,$140.28,5925872,$139.62,$140.82,$139.2215
07/23/2021,$139.79,7906128,$137.48,$139.98,$137.08
07/22/2021,$137.8,6013750,$137.29,$138.33,$136.71
07/21/2021,$139.2,6954651,$139.95,$140.2,$138.99
07/20/2021,$139.69,8136613,$140.44,$141.98,$139.64
07/19/2021,$140.44,9544054,$140.32,$141.87,$138.81
07/16/2021,$140.51,9346307,$139.3,$140.78,$139.11
07/15/2021,$139.16,7357063,$138.01,$139.26,$137.7
07/14/2021,$137.98,5903582,$137.01,$138.225,$136.37
07/13/2021,$136.97,5603982,$136.39,$137.57,$136.39
07/12/2021,$137.14,6807323,$136.9,$137.465,$136.43
07/09/2021,$137.03,5948720,$137.24,$137.65,$136.84
07/08/2021,$136.98,7585254,$136.99,$137.396,$135.89
07/07/2021,$137,5532809,$136.03,$137.59,$136.03
07/06/2021,$135.98,6534684,$135.52,$136.3,$135.36
07/02/2021,$135.9,5572412,$135.6,$136.635,$135.42
07/01/2021,$135.24,5922398,$135.43,$136.14,$134.92
06/30/2021,$134.93,5776572,$134.58,$135.29,$134.29
06/29/2021,$134.4,5792314,$135.51,$135.83,$133.82
06/28/2021,$135.32,6065743,$134.9,$136.16,$134.76
06/25/2021,$134.92,24504910,$133.26,$135.54,$132.95
06/24/2021,$133.02,6056719,$132.95,$133.305,$132.7
06/23/2021,$132.93,5796165,$132.95,$133.36,$132.315
06/22/2021,$133.12,6551072,$133.04,$134.02,$132.88
06/21/2021,$133.07,8014793,$132.69,$133.26,$132.4
06/18/2021,$132.03,13997630,$133.34,$133.35,$131.94
06/17/2021,$133.99,7875601,$132.82,$134.155,$132.65
06/16/2021,$132.78,8936432,$135.18,$135.58,$132.65
06/15/2021,$134.65,5543565,$135.2,$135.64,$134.55
06/14/2021,$134.91,6302202,$134.98,$135.03,$133.96
06/11/2021,$134.86,10641370,$135.75,$135.87,$133.9
06/10/2021,$135.79,6515559,$135.02,$136.35,$134.62
06/09/2021,$134.79,6200787,$135.55,$136.4384,$134.74
06/08/2021,$134.84,6911504,$136.68,$136.75,$134.75
06/07/2021,$136.42,8418233,$136.36,$136.84,$135.675
06/04/2021,$135.95,6894439,$135.7,$136.62,$135.4
06/03/2021,$135.85,11249820,$133.23,$135.91,$133.2
06/02/2021,$133.46,8254204,$133,$133.63,$132.52
06/01/2021,$132.88,9993944,$135.79,$136,$132.48
05/28/2021,$134.85,10477730,$135.15,$136.13,$134.64
05/27/2021,$134.98,33095650,$138.12,$138.28,$134.6633
05/26/2021,$138.12,8123078,$138.79,$138.86,$137.87
05/25/2021,$138.43,8142437,$138.05,$138.48,$136.75
05/24/2021,$137.96,6981325,$138,$138.8,$137.73
05/21/2021,$138,10160960,$138.2,$138.94,$137.78
05/20/2021,$138,8768374,$136.79,$138.71,$136.72
05/19/2021,$136.6,9807061,$136.06,$136.83,$135.585
05/18/2021,$136.32,9239099,$136.46,$137.83,$136.15
05/17/2021,$137.73,7689344,$137.97,$139.07,$137.61
05/14/2021,$138.01,5989760,$137.67,$139.1,$137.67
05/13/2021,$137.72,8753803,$135.89,$138.53,$135.39
05/12/2021,$135.54,8853733,$136.49,$137,$135.49
05/11/2021,$136.99,10973730,$138.49,$138.79,$136.47
05/10/2021,$137.67,8852710,$135.89,$138.4156,$135.69
05/07/2021,$135.15,6299182,$135.08,$136.03,$134.765
05/06/2021,$135.14,9771262,$134.01,$135.3659,$133.92
05/05/2021,$133.46,5683444,$134.37,$134.9713,$133.37
05/04/2021,$134.54,9624263,$134.98,$135.83,$134.205
05/03/2021,$135,8070288,$134.03,$135.68,$134.03
04/30/2021,$133.42,9188831,$132.75,$133.67,$132.265
04/29/2021,$132.51,6786955,$131.31,$132.985,$131.31
04/28/2021,$131.4,6262789,$131.71,$131.8497,$130.88
04/27/2021,$131.18,8297033,$131.24,$131.89,$130.295
04/26/2021,$131.26,9910569,$133.49,$133.76,$131.17
04/23/2021,$133.94,6708718,$134.93,$135.08,$133.25
04/22/2021,$134.63,7338314,$135.37,$135.79,$134.06
04/21/2021,$136.85,8465869,$137.89,$138.57,$136.6
04/20/2021,$137.75,10040610,$134.84,$138.59,$133.53
04/19/2021,$136.61,9149433,$136.94,$137.08,$135.39
04/16/2021,$137.25,7708478,$137.61,$137.9,$136.88
04/15/2021,$137.24,7945349,$135.97,$137.76,$135.87
04/14/2021,$135.6,7584034,$135.52,$135.79,$134.58
04/13/2021,$135.11,9161190,$136.02,$136.3899,$134.835
04/12/2021,$136.92,6441042,$136.5,$137.04,$135.71
04/09/2021,$136.37,5855637,$136.51,$137.27,$135.56
04/08/2021,$137.26,6190528,$136.9,$137.6327,$136.59
04/07/2021,$136.74,10244620,$137.12,$137.33,$136.25
04/06/2021,$136.5,6180642,$136,$137.02,$135.64
04/05/2021,$136.45,8279156,$134.96,$137.25,$134.73
04/01/2021,$134.28,9117845,$135.05,$135.48,$133.33
03/31/2021,$135.43,9202839,$135.68,$136.75,$135.26
03/30/2021,$135.45,8090641,$136.61,$137,$135.14
03/29/2021,$137.57,11175980,$135,$137.6,$135
03/26/2021,$135.45,10821240,$133.22,$135.61,$132.48
03/25/2021,$133.48,7517293,$133.09,$133.62,$132.05
03/24/2021,$132.56,8318034,$130.94,$133.14,$130.62
03/23/2021,$132.6,9503792,$130.41,$133.29,$129.99
03/22/2021,$130.18,8077630,$128.01,$130.885,$128.01
03/19/2021,$128.01,20262100,$129.1,$129.74,$127.9
03/18/2021,$128.7,6871342,$128.21,$129.035,$127.04
03/17/2021,$128.42,6192905,$129.11,$129.84,$128.3528
03/16/2021,$128.94,6485164,$128.51,$129.98,$128.51
03/15/2021,$128.56,7172764,$128.39,$129.04,$127.19
03/12/2021,$128.14,6521993,$127.65,$128.82,$127.65
03/11/2021,$126.91,6941802,$127.13,$127.85,$126.72
03/10/2021,$127.34,9070895,$126.15,$128.42,$125.47
03/09/2021,$126.18,8859731,$127.645,$128.915,$126.06
03/08/2021,$127.31,9224659,$125.76,$128.895,$125.32
03/05/2021,$125.98,10491000,$122.76,$126.33,$122.5463
03/04/2021,$122.15,10228120,$123.1,$124.77,$121.54
03/03/2021,$123.16,7536965,$123.77,$124.2,$122.785
03/02/2021,$123.9,10206560,$123.87,$124.86,$123.43
03/01/2021,$124.29,7740158,$124.16,$125.49,$124
02/26/2021,$123.53,17718790,$126.54,$126.93,$121.82
02/25/2021,$126.58,7790808,$127.49,$128.99,$126.29
02/24/2021,$127.66,7263025,$127.35,$128.24,$126.91
02/23/2021,$127.52,10145340,$127.78,$129.93,$127.19
02/22/2021,$126.58,6975470,$126.79,$127.244,$126.38
02/19/2021,$127.12,8277918,$129.35,$129.44,$127.02
02/18/2021,$129.53,6936352,$127.81,$129.845,$127.59
02/17/2021,$128.46,9188548,$127.19,$129.49,$127.11
02/16/2021,$127.92,8246039,$127.97,$128.17,$126.99
02/12/2021,$127.62,8407254,$128,$128.13,$126.58
02/11/2021,$128.33,6139426,$128.54,$129.33,$128.205
02/10/2021,$128.22,8594089,$128.75,$129.16,$127.96
02/09/2021,$128.67,5917783,$129.46,$129.94,$128.23
02/08/2021,$129.17,7011334,$129.93,$130.1,$128.11
02/05/2021,$129.57,5063663,$129.12,$130.0961,$129.03
02/04/2021,$129.03,6613694,$129.38,$129.455,$128.58
02/03/2021,$128.95,7309656,$128.95,$129.195,$127.75
02/02/2021,$128.79,6825630,$129.6,$130.72,$128.69
02/01/2021,$128.97,6534168,$129,$129.6597,$128.2
01/29/2021,$128.21,8344091,$130.19,$130.29,$128.07
01/28/2021,$130.36,8242252,$127.84,$131.65,$127.4405
01/27/2021,$128.38,10826690,$132.39,$133.1,$127.7
01/26/2021,$133.09,5996689,$132.25,$133.47,$131.43
01/25/2021,$132.24,9639958,$129.95,$133,$129.9
01/22/2021,$130,7202837,$131.02,$131.47,$129.99
01/21/2021,$131.01,8765692,$130.65,$131.99,$130.505
01/20/2021,$131.93,12506630,$132.53,$133.8,$131.26
01/19/2021,$133.6,9184920,$135.7,$136.36,$133.56
01/15/2021,$134.78,7757624,$135.25,$136.2,$134.66
01/14/2021,$135.8,6172796,$137.43,$137.65,$135.28
01/13/2021,$137.26,6078874,$137.1,$138.07,$137.1
01/12/2021,$137.05,6333531,$137.85,$138.25,$136.24
01/11/2021,$137.85,7240037,$138.75,$139.44,$137.6
01/08/2021,$138.79,7448475,$138.47,$139.055,$137
01/07/2021,$138.85,7355623,$139.75,$140.13,$138.04
01/06/2021,$140.16,10577950,$138.77,$141.04,$138.6
01/05/2021,$138.7,6856411,$137.99,$138.92,$136.27
01/04/2021,$137.82,8330985,$139.66,$139.86,$136.35
12/31/2020,$139.14,4076415,$138.31,$139.29,$137.39
12/30/2020,$137.77,3261417,$138.6,$138.9214,$137.55
12/29/2020,$138.42,5139415,$139.22,$139.94,$138.2
